data_house
Listing Number,Type of Property,Description,Lifestyle,Listing Date,Erf Size,Rates and Taxes,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bathroom,Kitchen,Lounge,Style,Facing,Roof,Wall,Window,Standalone Building,Security,Nearby Public Transport,Wheelchair Accessible,Generator,Backup Water,price,Street Address
110268829,House,"New Development, Bungalow",Metropolitan,04 August 2021,500 m²,R 234,Yes,2,"Tiled Floors, Curtain Rails, Queen Bed","Tiled Floors, Curtain Rails, Queen Bed","Tiled Floors, Bath, Curtain Rails, Toilet","Stove, Tiled Floors, Curtain Rails","Tiled Floors, Curtain Rails",Traditional,Above Road,Asbestos,Plaster,Steel ,Yes,"Totally Fenced, Security Gate, Burglar Bars, Safe","Bus, Minibus Taxi",No,No,No,R 395 000," MABOPANE, Mabopane"
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Furnished,Coverage,Bedrooms,Bathrooms,Kitchens,Parking,Gardens,Standalone Building,Security,Nearby Public Transport,Internet Access,Wheelchair Accessible,Backup Water,price,Street Address
110235425,House,26 July 2021,290 m²,70 m²,R 200,Yes,Yes,24 %,3,1,1,1,1,Yes,1,"Bus, Train, Minibus Taxi",Fibre,Yes,Yes,R 490 000," Mabopane Sunvelly, Mabopane"
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Coverage,Bedrooms,Bathrooms,Kitchens,Parking,Gardens,Roof,Standalone Building,Security,price,Street Address
110235396,House,26 July 2021,290 m²,70 m²,R 200,Yes,24 %,3,1,1,1,1,Tile,Yes,Burglar Bars,R 490 000," Mabopane sunvelly, Mabopane"
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Pets Allowed,Furnished,Bedrooms,Bathrooms,Kitchens,Dining Rooms,Parking,Garden,price,Street Address
110244159,House,28 July 2021,300 m²,60 m²,No,Yes,2,1,1,1,1,Yes,R 550 000,"12 nkuna street, Mabopane"
Listing Number,Type of Property,Description,Lifestyle,Listing Date,Erf Size,Rates and Taxes,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Bathroom 1,Bathroom 2,Kitchen,Office/study,Lounge,Garage,Style,Facing,Roof,Standalone Building,Security,Nearby Public Transport,Wheelchair Accessible,Generator,Backup Water,price,Street Address
110220365,House,"New Development, Bungalow, Freestanding",Metropolitan,21 July 2021,350 m²,R 300,Yes,3,"Tiled Floors, Curtain Rails, Double Bed","Tiled Floors, Curtain Rails, King Bed","Tiled Floors, Curtain Rails, Double Bed",2,"Tiled Floors, Basin, Shower, Curtain Rails, Toilet","Tiled Floors, Basin, Curtain Rails, Toilet","Stove, Tiled Floors, Curtain Rails, Built-in Cupboards, Under Counter Oven, Hob","Tiled Floors, Curtain Rails","Tiled Floors, Curtain Rails","Roll up, Single, Covered","Modern, Traditional","North, Street Front",Tile,Yes,"Totally Fenced, Security Gate, Burglar Bars, Perimeter Wall, Safe","Bus, Minibus Taxi",No,No,No,R 699 900," Lebanon, Mabopane, Mabopane"
Listing Number,Type of Property,Description,Listing Date,Erf Size,Rates and Taxes,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Kitchen,Lounge,Dining Room,Garage,Parking,Garden,price,Street Address
