data_house
Listing Number,Type of Property,Listing Date,Erf Size,Bedrooms,Bedroom 1,Bedroom 2,Bathroom,Kitchen,Dining Room,Entrance Hall,Other,Garden,Security,Special Featuress,Special Features 1,Special Features 2,Special Features 3,Special Features 4,Special Features 5
110209745,House,19 July 2021,495 m²,2,Open plan bedroom 2 with built-in cupboards and tiled floors,"Open plan main bedroom with blinds, curtain rails, double bed and tiled floors","Bathroom with basin, bath, shower, toilet and tiled floors","Open plan kitchen with tiled floors, granite tops, wood finishes and oven and hob",Open plan dining room with tiled floors,Open plan entrance hall with tiled floors,Open plan living room with wood fireplace and tiled floors,Landscaped garden,Security including alarm,5,Slate roof,Plastered walls,Wood windows,Hedge / wall boundary,Exterior features including courtyard
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Levies,Rates and Taxes,Age,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Bathroom 1,Bathroom 2,Kitchen,Reception Rooms,Entrance Hall,Other,Garage,Garden,Security,Special Featuress,Special Features 1,Special Features 2,Special Features 3,Special Features 4,Special Features 5,Special Features 6
110254874,House,02 August 2021,752 m²,240 m²,R 13 500,R 1 300,12,Yes,3,"Main bedroom with en-suite bathroom, air conditioner, balcony, ceiling fan, curtain rails, hot water cylinder, built-in cupboards, king bed and tiled floors","Bedroom 2 with ceiling fan, curtain rails, high ceilings, built-in cupboards, double bed and tiled floors","Bedroom 3 with curtain rails, built-in cupboards, double bed and tiled floors",2,"Bathroom 1 with bath, double basin, shower, toilet and tiled floors","Bathroom 2 with curtain rails, basin, shower, toilet and tiled floors","Kitchen with curtain rails, tiled floors, granite tops, wood finishes, dish-wash machine connection, gas, glass hob, oven and hob and washing machine",1,Entrance hall,Scullery with tiled floors and granite tops,2,Landscaped garden,"24 hour manned complex security including automatic gates, burglar bars, CCTV cameras, guard house and security gates",6,Metal roof,Plastered walls,Wood windows,Wall boundary,Exterior features including braai and undercover patio,Manual irrigation
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Rates and Taxes,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Bathroom 1,Bathroom 2,Bathroom 3,Kitchen,Office/study,Reception Rooms,Entrance Hall,Other,Other 1,Other 2,Garage,Parking,Pool,Security,Special Featuress,Special Features 1,Special Features 2,Special Features 3,Special Features 4,Special Features 5,Special Features 6
110252314,House,30 July 2021,2 196 m²,500 m²,R 2 000,3,"Main bedroom with en-suite bathroom, ceiling fan, built-in cupboards, king bed, walk-in dressing room and tiled floors","Bedroom 2 with ceiling fan, built-in cupboards and double bed","Bedroom 3 with ceiling fan, built-in cupboards and double bed",3,"Bathroom 1 with bath, double shower, double vanity, toilet and tiled floors","Bathroom 2 with basin, bath and toilet","Bathroom 3 with basin, double shower, toilet and tiled floors","Kitchen with tiled floors, quartz tops, eye-level oven and gas/electric stove",Study with tiled floors,2,Entrance hall,2,Wine cellar with screeded floors,Scullery with wood finishes,2,2,Swimming pool,Security including alarm and burglar bars,6,Tiled roof,Plastered walls,Steel windows,Fence / palisade fence / wall boundary,"Exterior features including braai, outside shower, undercover braai area and water tank",Irrigation with borehole
Listing Number,Type of Property,Listing Date,Erf Size,Rates and Taxes,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bedroom 4,Bedroom 5,Bedroom 6,Bathrooms,Bathroom 1,Bathroom 2,Bathroom 3,Kitchen,Domestic Rooms,Lounge,Dining Room,Family/TV Room,Braai Room,Garage,Garden,Pool,Outbuilding
110263061,House,03 August 2021,1 634 m²,R 1 000,6,"Wooden Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Wooden Floors, Curtain Rails, Built-in Cupboards, Double Bed","Wooden Floors, Air Conditioner, Curtain Rails, Built-in Cupboards, Double Bed","Wooden Floors, Air Conditioner, Curtain Rails, Built-in Cupboards, Walk-in-closet, Double Bed",3,"Tiled Floors, Basin, Main en Suite, Bath, Shower, Curtain Rails, Toilet","Tiled Floors, Basin, Bath, Shower, Curtain Rails, Toilet","Tiled Floors, Basin, Shower, Curtain Rails, En suite, Toilet","Open Plan, Eye Level Oven, Extractor Fan, Wooden Floors, Curtain Rails, Built-in Cupboards, Centre Island, Gas Hob",1,"Wooden Floors, Curtain Rails, Fireplace, Open Plan, Veranda","Wooden Floors, Open Plan","Wooden Floors, Curtain Rails, Open Plan","Tiled Floors, Open Plan, Veranda","Electric Door, Roll up, Covered",Garden Terrace,Gunite in Ground,Staff Quarters/Domestic Rooms
Listing Number,Type of Property,Listing Date,Erf Size,Rates and Taxes,Bedrooms,Bathrooms,Kitchens,Garage,Parking,Gardens,Outbuilding,Flatlet,Wheelchair Accessible,Backup Water
110258414,House,02 August 2021,2 810 m²,R 3 470,5,3,2,2,6,1,Granny flat,Yes,Yes,Yes


Listing Number,Type of Property,Listing Date,Erf Size,Levies,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Office,Lounges,Dining Rooms,Rooms,Garage,Security,Special Feature
110237305,House,27 July 2021,556 m²,R 691,R 650,Yes,4,3,1,1,1,1,"Balcony, Air Conditioner",2,"Electric Gate, Security Gate, 24 Hour Access, Electric fencing",Driveway
Listing Number,Type of Property,Listing Date,Rates and Taxes,Bedrooms,Bathrooms,Kitchens,Lounges,Dining Rooms,Garage
110263719,House,03 August 2021,R 1 000,3,2,1,1,1,2
Listing Number,Type of Property,Listing Date,Erf Size,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Parking,Gardens
110240739,House,28 July 2021,1 626 m²,Yes,3,2,1,Double,1
