data_house
Listing Number,Type of Property,Listing Date,Floor Size,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Bathrooms,Kitchen,Office,Lounge,Dining Room,Family/TV Room,Braai Room,Rooms,Garage,Garden,Pool,Security,Temperature Control,Special Feature,Flatlet
110270392,House,05 August 2021,530 m²,R 2 800,Yes,4,4,"Guest Toilet, En suite",1,1,1,1,1,1,"Patio, Air Conditioner",4,1,1,24 Hour Access,1,"Built in Braai, Borehole",Yes
Listing Number,Type of Property,Description,Listing Date,Erf Size,Rates and Taxes,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 1,Bedroom 2,Bedroom 2,Bedroom 3,Bedroom 3,Bathrooms,Kitchen,Lounge,Parking,Parking 3,Parking 4,Garden,Wheelchair Accessible
110270372,House,Freestanding,05 August 2021,240 m²,R 800,Yes,3, ,Built-in Cupboards, ,Built-in Cupboards, ,Built-in Cupboards,1, , ,4,Visitors Parking,Visitors Parking,Yes,Yes
Listing Number,Type of Property,Listing Date,Erf Size,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Lounges,Dining Rooms,Garage,Parking,Pool
110270312,House,05 August 2021,1 020 m²,R 1 400,Yes,3,2,1,1,1,2,3,Yes
Listing Number,Type of Property,Listing Date,Erf Size,Rates and Taxes,Pets Allowed,Bedrooms,Bedrooms,Bathrooms,Bathrooms,Kitchens,Kitchens,Lounges,Dining Rooms,Garage,Garage,Parking,Parking,Garden,Special Feature,Flatlet
110269346,House,04 August 2021,1 202 m²,R 1 500,No,3,"3.0 Bedroom(s),  Spacious rooms all with built ...",2,"2.0 Bathroom(s),  Full main ensuite with a bath...",1,"1.0 Kitchen(s),  Spacious kitchen with a 5 plat...",2,1,1,"1.0 Garage(s), Single automated garage",4,"4.0 Parking(s),  Shade net parking for 4 vehicl...",Yes,Communal braai area,Yes
Listing Number,Type of Property,Listing Date,Levies,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Lounges,Dining Rooms,Garage,Parking
110269167,House,04 August 2021,R 900,R 1 200,Yes,2,2,1,2,1,1,1
Listing Number,Type of Property,Description,Lifestyle,Listing Date,Erf Size,Floor Size,Price per m²,Levies,Rates and Taxes,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Bathroom 1,Bathroom 2,Kitchen,Lounge,Entrance Hall,Parking,Style,Roof,Wall,Window,Standalone Building,Security,Wheelchair Accessible,Street Address
110268818,Apartment / Flat,Second floor and above,Security Complex,04 August 2021,82 m²,82 m²,R 8 293,R 800,R 1 100,Yes,3,"Blinds, Fan, Built-in Cupboards, King Bed","Tiled Floors, Blinds, Fan, Built-in Cupboards, Double Bed","Tiled Floors, Blinds, Fan, Double Bed",2,"Basin, Main en Suite, Bath, Toilet","Tiled Floors, Shower, Toilet and Basin","Pantry, Stove (Oven & Hob), Granite Tops, Washing Machine Connection, Tiled Floors, Blinds, Curtain Rails, Open Plan, Built-in Cupboards, Centre Island","Tiled Floors, Balcony, Curtain Rails, Open Plan",Staircase,"Carport, On Street Parking, Secure Parking",Ultra Modern,Zinc,Plaster,Steel ,No,"Electric Gate, Security Gate, Burglar Bars, Perimeter Wall",No," 59 Boshoff Street, Villa Moura 17, Lower Bo-dorp"
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Lounges,Dining Rooms,Garage,Parking,Garden,Flatlet
110268074,House,04 August 2021,757 m²,104 m²,Yes,3,2,1,1,1,1,2,Yes,Yes
Listing Number,Type of Property,Listing Date,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 2,Bedroom 3,Bedroom 3,Bathrooms,Bathroom 1,Bathroom 3,Kitchens,Dining Room
110266649,Apartment / Flat,04 August 2021,3,"Carpets, Built-in Cupboards","En suite, Toilet,basin,aircorn","Carpets, Built-in Cupboards",spacious,"Tiled Floors, Built-in Cupboards",2.5,"Tiled Floors, Basin, Bath, Toilet",Bic with scallery,1,"spacious ,tile"


Listing Number,Type of Property,Listing Date,Erf Size,Levies,Rates and Taxes,Bedrooms,Bathrooms,Kitchens,Lounges,Parking,Security
110265824,House,04 August 2021,60 m²,R 700,R 900,3,2,1,1,1,1
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Domestic Rooms,Lounges,Dining Rooms,Garage,Parking,Pool,Security,Special Feature,Flatlet
110268794,House,04 August 2021,1 067 m²,361 m²,R 2 500,Yes,5,3,1,1,3,1,2,2,Yes,"Electric Garage, Electric Gate","Borehole, Water Tanks",Yes
Listing Number,Type of Property,Description,Lifestyle,Listing Date,Erf Size,Levies,Rates and Taxes,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathroom,Kitchen,Lounge,Dining Room,Entrance Hall,Parking,Garden,Style,Roof,Wall,Window,Standalone Building,Security,Temperature Control,Special Features,Wheelchair Accessible,Street Address
110238173,House,"Single Storey, New Development",Security Estate,27 July 2021,400 m²,R 750,R 1 150,Yes,3,"Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, King Bed","Tiled Floors, Air Conditioner, Curtain Rails, Built-in Cupboards, King Bed","Tiled Floors, Separate Toilet, Basin, Bath, Shower, Blinds, Curtain Rails","Stove (Oven & Hob), Extractor Fan, Dishwasher Connection, Granite Tops, Tiled Floors, Curtain Rails, Built-in Cupboards, Gas Hob","Tiled Floors, Curtain Rails, Open Plan","Tiled Floors, Open Plan",Tiled Floors,"Visitors Parking, Carport, Secure Parking, Double",Immaculate Condition,Ultra Modern,Tile,"Brick, Plaster",Steel ,Yes,"Electric Gate, Security Gate, 24 Hour Response, Burglar Bars, 24 Hour Access, Guard House, Electric fencing, Perimeter Wall, Boomed Area",Air Conditioning Unit,"Built in Braai, Solar Geyser",Yes," Summer Breeze 40, Waterval East"
Listing Number,Type of Property,Listing Date,Floor Size,Price per m²,Age,Bedrooms,Bedroom 1,Bedroom 2,Bathrooms,Kitchen,Reception Rooms,Parking,Security,Special Featuress,Special Features 1,Special Features 2,Special Features 3,Street Address
110247123,Apartment / Flat,29 July 2021,77 m²,R 6 987,16,2,Bedroom 2 with built-in cupboards and carpeted floors,Main bedroom with built-in cupboards and carpeted floors,1,"Kitchen with tiled floors, melamine finishes, extractor fan, kitchen-diner and oven and hob",1,1,Complex security including burglar bars and security gates,3,Plastered walls,Steel windows,Palisade fence boundary,"2 Matsukanyane Street, Cashan"
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Kitchens,Office,Domestic Rooms,Lounges,Dining Rooms,Garage,Parking,Pool,Flatlet
110265877,House,04 August 2021,2 600 m²,710 m²,R 1 800,Yes,4,4,1,1,1,1,1,4,2,Yes,Yes
Listing Number,Type of Property,Description,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Coverage,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bedroom 4,Bathrooms,Bathroom 1,Bathroom 2,Bathroom 3,Kitchen,Office/study,Lounge,Dining Room,Entrance Hall,Garage,Parking,Garden,Outbuilding,Style,Roof,Wall,Window,Standalone Building,Security,Special Features,Flatlet,Backup Water
