data_house


Listing Number,Type of Property,Description,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Bedrooms,Bathrooms,Bathrooms,Parking,Secure Parking,Roof,Window,Security,Street Address
110274583,House,Single Storey,05 August 2021,282 m²,96 m²,R 710,Yes,3,2,"Basin, Main en Suite, Guest Toilet, Bath, Shower, Toilet",Secure Parking,2,Tile,Wood,Burglar Bars,"1a Sol Cohen Road, Heathfield"
Listing Number,Type of Property,Listing Date,Erf Size,Levies,Rates and Taxes,Floor Number,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathroom,Kitchen,Office/studies,Lounges,Garage,Parking,Garden,Security,Nearby Public Transport,Internet Access,Street Address
109269649,Apartment / Flat,05 August 2021,78 m²,R 1 666,R 750,73,3,"Parquet Floors, Air Conditioner, Blinds, Built-in Cupboards, King Bed","Parquet Floors, Blinds, Double Bed",BIC and doubles up as office,"Tiled Floors, Basin, Bath, Blinds, Toilet","Stove (Oven & Hob), Dishwasher Connection, Tiled Floors, Blinds, Built-in Cupboards",1,1,Single,Secure Parking,"Communal, Landscaped","Totally Fenced, Electric Gate, Security Gate, Intercom, Burglar Bars, Safe","Bus, Train, Minibus Taxi",Fibre," 79 Rosmead Avenue, Kenilworth"
Listing Number,Type of Property,Listing Date,Floor Size,Price per m²,Levies,Pets Allowed,Bedrooms,Bathrooms,Lounges,Dining Rooms,Parking,Street Address
110274539,Apartment / Flat,05 August 2021,71 m²,R 21 113,R 2 310,No,2,1,1,1,1,"7-11 Avenue, Salt River"
Listing Number,Type of Property,Listing Date,Floor Size,Price per m²,Levies,Rates and Taxes,Pets Allowed,Bedroom,Bathrooms,Lounges,Dining Rooms,Parking
110274483,Apartment / Flat,05 August 2021,52 m²,R 37 500,R 2 500,R 1 200,No,1,1,1,1,1
Listing Number,Type of Property,Listing Date,Floor Size,Price per m²,Bedrooms,Bedroom 1,Bedroom 2,Bathroom,Kitchen,Lounge,Street Address
110269969,Apartment / Flat,05 August 2021,74 m²,R 25 000,2,Bedroom 1,Bedroom 2,Bathroom,Kitchen,Lounge,"7, 4 Herschel Road, Observatory"
Listing Number,Type of Property,Listing Date,Erf Size,Rates and Taxes,Bedrooms,Bathrooms,Kitchens,Office/studies,Garage,Parking,Gardens
110274438,House,05 August 2021,427 m²,R 950,4,2,1,1,2,1,1
Listing Number,Type of Property,Description,Lifestyle,Listing Date,Floor Size,Price per m²,Levies,Rates and Taxes,Bedrooms,Bathrooms,Bathrooms,Reception Rooms,Parking,Secure Parking,Security,Street Address
110274421,Apartment / Flat,Duplex,Security Complex,05 August 2021,151 m²,R 20 530,R 2 800,R 1 450,3,3,Main en Suite,2,Secure Parking,1,"Security Gate, Burglar Bars","9 Chester Road, Rondebosch"
Listing Number,Type of Property,Listing Date,Levies,Rates and Taxes,Bedrooms,Bathrooms,Garage,Street Address
110274368,Apartment / Flat,05 August 2021,R 1 800,R 750,1,2,1," 213 Main Road, Claremont Upper"
Listing Number,Type of Property,Listing Date,Pets Allowed,Bathrooms,Kitchens,Lounges,Parking,Pool
110274307,Apartment / Flat,05 August 2021,Yes,1,1,1,1,Yes
