data_house
Listing Number,Type of Property,Listing Date,Pets Allowed,Bedroom,Bathrooms,Kitchen
110269790,Apartment / Flat,04 August 2021,No, ,1, 
Listing Number,Type of Property,Description,Listing Date,Erf Size,Pets Allowed,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Bathroom 1,Bathroom 2,Kitchen,Office/study,Lounge,Dining Room,Family/TV Room,Garage,Garage 1,Garage 2,Parking,Garden,Facing,Roof,Wall,Window,Standalone Building,Security,Backup Water
110269652,House,Freestanding,04 August 2021,1 428 m²,Yes,3,"Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed",2,"Tiled Floors, Separate Toilet, Basin, Bath, Shower","Tiled Floors, Main en Suite, Shower, Shower, Toilet and Basin","Breakfast Nook, Open Plan, Scullery, Eye Level Oven, Tiled Floors, Built-in Cupboards","Tiled Floors, Curtain Rails","Tiled Floors, Curtain Rails","Tiled Floors, Curtain Rails","Tiled Floors, Curtain Rails, Open Plan",2,"Electric Door, Roll up, Single","Electric Door, Roll up, Single","Carport, Shade net covered, Double","Borehole, Irrigation system, Courtyard, Landscaped",Street Front,Tile,Plaster,Steel ,Yes,"Totally Fenced, Electric Garage, Electric Gate, Security Gate, Burglar Bars, Electric fencing",Yes
Listing Number,Type of Property,Listing Date,Erf Size,No Transfer Duty,Pets Allowed,Pool
110269641,House,04 August 2021,12 000 m²,Yes,Yes,Yes
Listing Number,Type of Property,Listing Date,Erf Size,Rates and Taxes,Bedroom,Bathroom,Kitchen,Lounge,Security,Special Features
110269615,House,04 August 2021,524 m²,R 160,"Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Shower, Toilet and Basin","Stove, Tiled Floors, Built-in Cupboards","Tiled Floors, Curtain Rails, Open Plan","Totally Fenced, Security Gate, Burglar Bars","Built in Braai, Open Plan, Totally Walled"
Listing Number,Type of Property,Listing Date,Erf Size,Floor Size,Rates and Taxes,Pets Allowed,Coverage,Bedrooms,Bedroom 1,Bedroom 2,Bathrooms,Bathroom 1,Bathroom 2,Kitchen,Lounge,Garage,Parking,Garden,Standalone Building
110269318,House,04 August 2021,309 m²,80 m²,R 589,No,25 %,2,"Tiled Floors, Fan, Built-in Cupboards","Tiled Floors, Built-in Cupboards",2,"Tiled Floors, En suite, Shower, Toilet and Basin","Tiled Floors, Bath, Toilet and Basin","Stove (Oven & Hob), Tiled Floors, Built-in Cupboards, Veranda","Tiled Floors, Fan","Roll up, Single","Carport, Double",Courtyard,Yes
Listing Number,Type of Property,Listing Date,Bedrooms,Bedroom 1,Bedroom 2,Bedroom 3,Bathrooms,Kitchen,Lounges,Garage,Parking,Gardens
110268986,House,04 August 2021,3,"Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed","Tiled Floors, Curtain Rails, Built-in Cupboards, Double Bed",2,"Breakfast Nook, Stove, Tiled Floors, Built-in Cupboards",1,1,1,1
