Type of Property,Floor Size,Levies,Rates and Taxes,Pets Allowed,Lounge,Garage,Garden,price,Erf Size,Kitchen,Pool,Dining Room,Parking,Bathroom,Bedroom
0.0,144.0,1932.0,1151.0,1,0.0,0.0,0.0,1850000,250.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,900.0,1,0.0,1.0,0.0,890000,1.0,0.0,0.0,0.0,1.0,3.0,1.0
2.0,147.0,1228.0,716.0,1,0.0,2.0,1.0,1350000,9102.0,0.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,3650000,1.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,900000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,1.0,1350000,782.0,0.0,1.0,0.0,4.0,3.0,1.0
0.0,282.0,1932.0,600.0,1,0.0,0.0,1.0,1350000,928.0,1.0,1.0,0.0,4.0,3.0,1.0
0.0,282.0,1932.0,2200.0,1,0.0,1.0,1.0,3300000,500.0,0.0,1.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,1511.0,1,1.0,2.0,1.0,3300000,2.0,0.0,0.0,1.0,1.0,3.0,1.0
1.0,126.0,1200.0,800.0,1,0.0,0.0,0.0,1850000,9102.0,1.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,252.0,1932.0,565.0,1,0.0,0.0,1.0,1350000,1.0,1.0,0.0,1.0,3.0,3.0,1.0
1.0,65.0,984.0,221.0,0,0.0,0.0,0.0,890000,2.0,1.0,1.0,0.0,1.0,3.0,1.0
1.0,75.0,1887.0,630.0,1,1.0,0.0,0.0,900000,9102.0,1.0,1.0,0.0,2.0,3.0,1.0
0.0,118.0,300.0,591.0,1,0.0,1.0,1.0,1850000,216.0,1.0,1.0,0.0,0.0,3.0,1.0
2.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,860000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,124.0,2325.0,470.0,1,0.0,0.0,0.0,900000,6.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,65.0,2000.0,500.0,1,0.0,0.0,0.0,890000,9102.0,1.0,0.0,0.0,2.0,3.0,1.0
1.0,70.0,1600.0,470.0,0,0.0,0.0,0.0,890000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,750.0,1,0.0,2.0,1.0,1350000,800.0,0.0,0.0,1.0,10.0,3.0,1.0
2.0,157.0,1170.0,1151.0,1,0.0,2.0,1.0,900000,1.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,496.0,1,1.0,1.0,1.0,860000,511.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1300.0,1,0.0,0.0,1.0,1350000,1.0,0.0,0.0,1.0,2.0,3.0,1.0
1.0,82.0,2265.0,706.0,1,1.0,0.0,1.0,2190000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,400.0,1932.0,1000.0,1,1.0,3.0,1.0,2990000,1.0,0.0,1.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,0.0,1.0,0.0,860000,700.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,302.0,1932.0,770.0,1,1.0,0.0,1.0,2390000,1.0,0.0,1.0,1.0,2.0,3.0,1.0
2.0,161.0,1932.0,1000.0,1,1.0,2.0,1.0,860000,303.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,89.0,1936.0,1936.0,1,0.0,0.0,0.0,1095000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
2.0,282.0,1932.0,1151.0,0,0.0,2.0,0.0,1350000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
2.0,183.0,2300.0,1600.0,1,0.0,2.0,0.0,3300000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,67.0,1932.0,1151.0,0,0.0,0.0,0.0,645000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,487.0,1915.0,2700.0,1,0.0,4.0,1.0,6500000,720.0,0.0,1.0,1.0,0.0,3.0,1.0
0.0,114.0,1932.0,670.0,1,0.0,0.0,0.0,1350000,290.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,139.0,1050.0,1151.0,0,0.0,1.0,1.0,1350000,9102.0,1.0,0.0,1.0,2.0,3.0,1.0
1.0,104.0,2362.0,1002.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,0.0,900000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,282.0,1356.0,1151.0,1,0.0,0.0,0.0,1350000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,666.0,1,0.0,5.0,2.0,1850000,760.0,1.0,0.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,600.0,1,1.0,2.0,1.0,1095000,858.0,0.0,1.0,1.0,3.0,3.0,1.0
1.0,71.0,2850.0,500.0,1,1.0,0.0,1.0,1850000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
0.0,167.0,995.0,1620.0,1,0.0,0.0,0.0,3650000,192.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,400.0,1932.0,1500.0,1,1.0,2.0,0.0,3300000,2.0,0.0,0.0,1.0,1.0,3.0,1.0
2.0,282.0,50000.0,525.0,1,1.0,0.0,0.0,900000,147.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,390.0,2700.0,2000.0,1,1.0,2.0,1.0,6500000,684.0,0.0,0.0,1.0,2.0,3.0,1.0
2.0,191.0,1932.0,1151.0,0,0.0,2.0,0.0,2950000,300.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,208.0,3017.0,2823.0,1,1.0,2.0,0.0,3650000,229.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,200.0,400.0,2200.0,1,1.0,0.0,1.0,3100000,16.0,0.0,1.0,1.0,0.0,3.0,1.0
2.0,282.0,1267.0,1967.0,1,0.0,0.0,0.0,2999000,196.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,92.0,1668.0,815.0,1,1.0,0.0,1.0,1095000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,100.0,2740.0,1495.0,1,1.0,1.0,0.0,3100000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,172.0,350.0,580.0,1,1.0,2.0,1.0,3100000,661.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,88.0,1064.0,780.0,1,0.0,0.0,0.0,990000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,240.0,1932.0,1500.0,0,0.0,4.0,0.0,2950000,1.0,2.0,0.0,1.0,0.0,3.0,1.0
0.0,300.0,1932.0,320.0,1,0.0,1.0,0.0,1850000,809.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1800.0,1,0.0,0.0,1.0,6500000,1.0,5.0,0.0,1.0,11.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,860000,595.0,1.0,0.0,1.0,3.0,3.0,1.0
1.0,74.0,1900.0,900.0,0,1.0,2.0,0.0,1350000,9102.0,0.0,1.0,1.0,0.0,3.0,1.0
2.0,282.0,1932.0,1151.0,0,0.0,1.0,0.0,1350000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
1.0,143.0,1932.0,1151.0,0,1.0,1.0,0.0,2999000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,740.0,1620.0,420.0,1,1.0,3.0,1.0,6500000,5.0,1.0,1.0,1.0,9.0,3.0,1.0
2.0,72.0,3232.0,1151.0,1,0.0,0.0,0.0,1350000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,333.0,1932.0,2584.0,1,1.0,1.0,1.0,3495000,1.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,1.0,1.0,900000,207.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,0.0,1850000,992.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,282.0,1932.0,1151.0,1,0.0,2.0,0.0,2950000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,50.0,2200.0,350.0,1,0.0,0.0,0.0,1350000,50.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,172.0,1699.0,837.0,1,1.0,2.0,0.0,1350000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,250.0,0,0.0,0.0,0.0,645000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,495.0,370.0,480.0,1,1.0,0.0,1.0,990000,9102.0,0.0,0.0,0.0,4.0,3.0,1.0
0.0,157.0,2425.0,1080.0,1,0.0,1.0,0.0,2390000,300.0,1.0,0.0,0.0,2.0,3.0,1.0
0.0,70.0,499.0,600.0,1,0.0,0.0,1.0,890000,200.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,160.0,1630.0,930.0,1,0.0,2.0,1.0,1350000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,37.0,1176.0,662.0,0,0.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,180.0,1932.0,920.0,1,0.0,1.0,1.0,2190000,495.0,1.0,0.0,1.0,6.0,3.0,1.0
0.0,328.0,1932.0,1200.0,1,2.0,4.0,0.0,1850000,1.0,0.0,1.0,1.0,1.0,3.0,1.0
1.0,78.0,1550.0,1100.0,0,0.0,0.0,0.0,2190000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1716.0,1,0.0,1.0,1.0,1850000,1.0,0.0,1.0,0.0,2.0,3.0,1.0
1.0,122.0,2200.0,1151.0,0,0.0,0.0,0.0,2695000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,0.0,1.0,1.0,1850000,2.0,1.0,1.0,0.0,1.0,3.0,1.0
0.0,137.0,1932.0,141.0,1,0.0,0.0,0.0,900000,291.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,109.0,1706.0,495.0,1,1.0,2.0,1.0,1350000,9102.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1400.0,1,0.0,0.0,0.0,3100000,930.0,3.0,0.0,1.0,0.0,3.0,1.0
1.0,30.0,690.0,790.0,1,0.0,0.0,0.0,990000,9102.0,1.0,1.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,3732.0,1,0.0,3.0,0.0,4600000,1.0,1.0,1.0,1.0,0.0,3.0,1.0
2.0,121.0,1300.0,800.0,1,0.0,0.0,0.0,900000,2.0,0.0,0.0,1.0,2.0,3.0,1.0
2.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,900000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,750.0,1,1.0,3.0,1.0,1350000,1.0,1.0,1.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,800.0,1,1.0,2.0,1.0,1350000,1.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,0.0,890000,313.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,2500.0,3510.0,0,1.0,3.0,1.0,6500000,815.0,0.0,1.0,1.0,8.0,3.0,1.0
1.0,103.0,1704.0,850.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,1.0,900000,9510000.0,1.0,0.0,0.0,3.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,0.0,1350000,9102.0,0.0,0.0,0.0,4.0,3.0,1.0
1.0,80.0,1932.0,1151.0,1,1.0,0.0,0.0,645000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,150.0,150.0,1,0.0,1.0,0.0,890000,282.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,110.0,3912.0,1500.0,1,1.0,1.0,1.0,3100000,316.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,107.0,3124.0,1498.0,1,0.0,1.0,1.0,2240000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,1.0,2.0,0.0,890000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1460.0,955.0,1,1.0,4.0,1.0,6500000,533.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,53.0,1932.0,1151.0,1,0.0,0.0,0.0,2999000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,3.0,1.0,3600000,950.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,340.0,2300.0,1200.0,1,0.0,3.0,0.0,3650000,1.0,0.0,0.0,2.0,6.0,3.0,1.0
1.0,103.0,1100.0,900.0,1,1.0,0.0,0.0,890000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,420.0,1915.0,2800.0,1,1.0,3.0,1.0,4600000,1.0,0.0,1.0,1.0,0.0,3.0,1.0
1.0,67.0,1100.0,700.0,1,1.0,0.0,1.0,900000,9102.0,1.0,1.0,1.0,1.0,3.0,1.0
1.0,50.0,1932.0,1151.0,1,0.0,0.0,0.0,990000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
1.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,1350000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,76.0,2152.0,729.0,1,0.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,227.0,3558.0,1151.0,1,0.0,1.0,0.0,2990000,689.0,1.0,1.0,0.0,2.0,3.0,1.0
0.0,282.0,425.0,2070.0,1,1.0,6.0,1.0,3650000,1.0,0.0,1.0,1.0,4.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,2.0,1.0,1350000,595.0,0.0,0.0,0.0,2.0,3.0,1.0
2.0,98.0,1932.0,1151.0,1,1.0,0.0,0.0,900000,9102.0,0.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,257.0,1,1.0,1.0,0.0,1350000,247.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1745.0,1,0.0,0.0,1.0,3495000,2.0,1.0,1.0,0.0,0.0,3.0,1.0
0.0,401.0,1932.0,1613.0,1,0.0,4.0,1.0,1850000,1.0,0.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,850.0,1,0.0,2.0,0.0,4300000,800.0,1.0,0.0,4.0,6.0,3.0,1.0
0.0,282.0,1932.0,600.0,1,1.0,1.0,1.0,860000,730.0,0.0,0.0,0.0,1.0,3.0,1.0
2.0,91.0,3272.0,837.0,1,1.0,0.0,1.0,1350000,91.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,90.0,6505.0,1388.0,0,1.0,0.0,1.0,3300000,90.0,0.0,1.0,1.0,1.0,3.0,1.0
2.0,62.0,1932.0,1151.0,1,0.0,1.0,0.0,645000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,260.0,1932.0,1151.0,1,0.0,2.0,1.0,1850000,990.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,270.0,1932.0,1151.0,1,0.0,0.0,1.0,3100000,1.0,0.0,0.0,0.0,6.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,1350000,992.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,135.0,1600.0,900.0,1,1.0,1.0,0.0,1095000,9102.0,1.0,0.0,1.0,0.0,3.0,2.5
0.0,407.0,1000.0,1151.0,1,1.0,2.0,1.0,1599000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,121.0,1600.0,1151.0,1,1.0,1.0,1.0,990000,9102.0,1.0,0.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,920.0,1,0.0,2.0,0.0,1850000,2.0,2.0,0.0,1.0,6.0,3.0,1.0
0.0,500.0,1575.0,3500.0,1,0.0,4.0,1.0,4300000,1.0,1.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1462.0,0,0.0,2.0,0.0,2695000,9102.0,1.0,1.0,1.0,0.0,3.0,1.0
0.0,250.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,1100.0,1932.0,1151.0,0,0.0,3.0,0.0,4300000,9102.0,1.0,1.0,1.0,3.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,0.0,0.0,1095000,1.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,75.0,2100.0,1500.0,1,1.0,0.0,0.0,1850000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,1.0,3100000,939.0,3.0,0.0,0.0,1.0,3.0,1.0
1.0,97.0,1800.0,300.0,1,0.0,1.0,0.0,1095000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,600.0,1,0.0,1.0,0.0,890000,238.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,2000.0,423.0,0,0.0,0.0,0.0,1350000,132.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,52.0,1570.0,1900.0,0,0.0,0.0,0.0,2390000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,184.0,525.0,670.0,1,1.0,2.0,1.0,1850000,500.0,0.0,0.0,1.0,2.0,3.0,1.0
2.0,90.0,1340.0,406.0,0,0.0,1.0,0.0,890000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,300.0,1932.0,960.0,1,0.0,2.0,1.0,2950000,517.0,1.0,1.0,0.0,0.0,3.0,1.0
1.0,240.0,5689.0,1889.0,0,0.0,2.0,0.0,3600000,9102.0,1.0,0.0,1.0,2.0,3.0,1.0
0.0,334.0,1932.0,1151.0,1,0.0,2.0,0.0,3600000,400.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,1.0,1.0,4600000,1.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,450.0,3580.0,1300.0,1,0.0,2.0,0.0,6500000,525.0,0.0,1.0,0.0,4.0,3.0,1.0
0.0,282.0,1932.0,1450.0,1,2.0,4.0,1.0,1850000,1.0,1.0,1.0,1.0,4.0,3.0,1.0
2.0,282.0,1932.0,1151.0,1,1.0,2.0,0.0,1850000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,0.0,1350000,9102.0,0.0,0.0,1.0,2.0,3.0,1.0
1.0,77.0,1599.0,288.0,1,1.0,1.0,0.0,1095000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,570.0,1,0.0,2.0,1.0,890000,830.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,1685.0,1932.0,2083.0,1,0.0,0.0,1.0,2950000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,71.0,1200.0,400.0,1,0.0,1.0,0.0,900000,9102.0,1.0,1.0,1.0,1.0,3.0,1.0
0.0,216.0,350.0,1400.0,1,0.0,1.0,0.0,3650000,629.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,526.0,2800.0,3500.0,1,1.0,2.0,1.0,4600000,870.0,0.0,1.0,1.0,0.0,3.0,1.0
2.0,81.0,3766.0,793.0,0,0.0,1.0,0.0,2990000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,890.0,1,1.0,1.0,0.0,890000,300.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,104.0,1945.0,1000.0,1,0.0,0.0,1.0,1599000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
0.0,968.0,1932.0,1151.0,1,0.0,1.0,0.0,900000,968.0,1.0,0.0,0.0,0.0,3.0,1.0
2.0,135.0,1700.0,900.0,1,0.0,2.0,1.0,1350000,9102.0,0.0,1.0,0.0,1.0,3.0,1.0
2.0,282.0,1400.0,550.0,0,0.0,0.0,0.0,890000,74.0,1.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,900.0,1,0.0,2.0,1.0,1850000,4.0,0.0,1.0,1.0,0.0,3.0,1.0
0.0,334.0,1.0,1121.0,1,0.0,2.0,1.0,2950000,1.0,1.0,1.0,1.0,2.0,3.0,1.0
1.0,107.0,1700.0,500.0,1,0.0,1.0,0.0,1850000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,352.0,1075.0,800.0,1,0.0,2.0,1.0,3495000,523.0,0.0,0.0,1.0,0.0,3.0,1.0
2.0,282.0,3553.0,990.0,1,1.0,2.0,1.0,2950000,9102.0,0.0,0.0,1.0,1.0,3.0,1.0
1.0,79.0,3858.0,453.0,0,0.0,0.0,0.0,1095000,79.0,1.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,800.0,1700.0,1,0.0,3.0,1.0,2999000,950.0,1.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,2.0,1.0,3600000,4.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,3300000,500.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1400.0,1,0.0,2.0,1.0,2190000,1.0,1.0,1.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,0.0,860000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,205.0,1932.0,800.0,1,0.0,2.0,1.0,1350000,798.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,62.0,1099.0,1012.0,1,0.0,2.0,1.0,860000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,99.0,3400.0,730.0,1,1.0,0.0,0.0,1095000,9102.0,1.0,1.0,1.0,2.0,3.0,1.0
1.0,282.0,1715.0,669.0,1,0.0,0.0,0.0,1095000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,113.0,1580.0,750.0,0,0.0,1.0,1.0,860000,7.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,165.0,3148.0,1169.0,1,1.0,1.0,0.0,1850000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,90.0,1254.0,600.0,0,1.0,0.0,0.0,990000,16.0,0.0,1.0,0.0,1.0,3.0,1.0
2.0,217.0,1932.0,800.0,1,1.0,2.0,0.0,2390000,456.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,75.0,1758.0,660.0,1,1.0,1.0,1.0,860000,9102.0,0.0,1.0,1.0,1.0,3.0,1.0
2.0,182.0,5900.0,839.0,1,1.0,1.0,0.0,2190000,350.0,0.0,1.0,0.0,1.0,3.0,1.0
1.0,47.0,1000.0,800.0,1,0.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,450.0,1,1.0,0.0,1.0,860000,991.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,74.0,681.0,2400.0,1,0.0,0.0,1.0,990000,74.0,1.0,1.0,1.0,2.0,3.0,1.0
1.0,158.0,1200.0,780.0,1,0.0,1.0,0.0,1850000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,2000.0,2562.0,1,2.0,0.0,1.0,4300000,9102.0,1.0,1.0,1.0,9.0,3.0,1.0
0.0,250.0,1932.0,1140.0,1,0.0,2.0,1.0,1850000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,800.0,1,0.0,0.0,1.0,3300000,333.0,0.0,1.0,0.0,4.0,3.0,1.0
0.0,282.0,1932.0,244.0,1,0.0,0.0,1.0,900000,9102.0,0.0,0.0,0.0,3.0,3.0,1.0
2.0,282.0,2400.0,300.0,1,0.0,1.0,0.0,860000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,88.0,1105.0,839.0,1,0.0,0.0,0.0,1095000,4.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,432.0,1100.0,1400.0,0,0.0,2.0,0.0,3650000,1.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,90.0,3125.0,1300.0,1,0.0,0.0,1.0,1850000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,126.0,1932.0,1151.0,1,0.0,1.0,0.0,990000,8.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,695.0,482.0,1,1.0,2.0,1.0,1350000,467.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1700.0,1,0.0,0.0,0.0,2999000,546.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,102.0,3785.0,601.0,0,0.0,0.0,0.0,1095000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,275.0,1932.0,773.0,1,1.0,2.0,1.0,3100000,1.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,106.0,1932.0,250.0,1,1.0,2.0,1.0,900000,991.0,0.0,0.0,1.0,1.0,3.0,1.0
2.0,103.0,910.0,184.0,1,0.0,1.0,0.0,890000,103.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,79.0,990.0,615.0,1,0.0,0.0,0.0,900000,9102.0,1.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,0.0,2.0,1.0,4300000,3.0,1.0,0.0,1.0,4.0,3.0,1.0
2.0,95.0,1932.0,1151.0,0,0.0,0.0,0.0,1350000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,106.0,3543.0,1567.0,0,0.0,1.0,1.0,2950000,122.0,0.0,0.0,0.0,1.0,3.0,1.0
2.0,282.0,1932.0,1151.0,0,0.0,1.0,0.0,2340000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,66.0,2382.0,619.0,1,1.0,0.0,0.0,1850000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,32.0,1100.0,200.0,0,0.0,0.0,0.0,860000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,282.0,1600.0,250.0,1,0.0,0.0,0.0,860000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,2400.0,2800.0,1,0.0,2.0,1.0,3600000,1.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,155.0,1932.0,1151.0,1,1.0,2.0,1.0,900000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,231.0,2450.0,1500.0,1,1.0,2.0,0.0,3600000,4.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,132.0,1932.0,1400.0,1,1.0,2.0,1.0,1350000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,622.0,0,0.0,0.0,0.0,900000,470.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1575.0,4000.0,1,0.0,3.0,1.0,6500000,9102.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,350.0,1932.0,1151.0,1,0.0,2.0,1.0,3600000,3.0,0.0,1.0,1.0,0.0,3.0,1.0
